epoch,val_loss,rl_loss,total_reward
125,1.7296174164838012,0.0,0.0
126,1.9656729633203345,15.354988708366204,0.5056072697051086
127,1.9145093339044343,14.893151979411442,0.5242855003334682
128,1.8644854282683048,15.514981167425091,0.528124280511276
129,1.8691311000028248,15.40425667230717,0.5267684963588691
130,1.868537118349935,15.164005145906716,0.5198230289887031
131,1.8544627632984825,15.473408697536945,0.5236867815464605
132,1.832528330994852,15.3077378737608,0.5234645815568101
133,1.8210365289912036,15.512349530125611,0.5210083720755134
134,1.8127304777909128,15.339912956081928,0.5128520755366254
135,1.8209699644732524,14.987015393218677,0.519149975195639
136,1.8335466382388548,14.504714069346472,0.5178437589274196
137,1.8315993592424211,14.330169625529573,0.5168223641745499
138,1.849502839882169,14.310285761070352,0.5256197393682386
139,1.820270268922082,14.36008947316485,0.5109223964308598
140,1.7920064943641487,14.666014515460631,0.5044334890246712
141,1.7968945568212673,14.119608436972136,0.4953765096463379
142,1.8184468218865384,14.099960255710288,0.5188310420581738
143,1.831847746667122,14.101100347627826,0.5159756825666965
144,1.7990428481711782,14.195165316180573,0.5230371821183063
145,1.818356930584777,14.421546790161452,0.5118522099639371
146,1.797707092587053,14.202383064611723,0.5127677799223099
147,1.813185170261615,13.986228528729654,0.5223678975424818
148,1.8016952578626588,13.756641451634309,0.515561557558818
149,1.803640543539819,14.104212031057209,0.5207562047756252
150,1.8037403689490423,14.013785931750578,0.5206378020766897
151,1.8041861007298563,13.793348845416428,0.5201971775580206
152,1.8072401037756003,13.968591435284065,0.5185157865318274
153,1.790007680966919,14.482124787965578,0.5215783060250625
154,1.831950147696761,13.565224056034078,0.507087844147718
155,1.7986968295879084,13.796255849555502,0.5101225294194821
156,1.8024443810340995,14.288260182889736,0.5147108639924399
157,1.7997893010045498,13.586388081390236,0.5142204575832928
158,1.7836995362235817,13.81903242178148,0.5175066632384039
159,1.803787142475696,14.209682124394156,0.5167203528648443
160,1.8080718404841876,14.249486312746315,0.5192642369842907
161,1.811142461604792,15.218816317582768,0.5204586189714551
162,1.8359439920329448,14.092817555552942,0.5136560831953292
163,1.853706936416386,14.088161722036356,0.5142820522628123
164,1.8235109919522043,14.7496243327497,0.5087395465085852
165,1.8004587966191197,14.733018514184566,0.5089185018680692
166,1.8098681467883992,14.303075687744156,0.5124880873219486
167,1.808511759500084,14.822029792681734,0.5146835095620869
168,1.7975305676210351,14.758707967461437,0.5152785267487403
169,1.825994021487686,15.109667278947226,0.508394149958989
170,1.7849002651698431,14.860839045690954,0.5019592389994093
171,1.8016158922163443,15.243063651435095,0.5143116298748975
172,1.799361242688177,14.769844930418005,0.5178690239735587
173,1.8049391713032432,15.19401531734037,0.524035604858455
174,1.8231967330228855,14.816457513116804,0.5156566169037723
175,1.8167259330769503,14.52988185902551,0.5163221749060117
176,1.8036602003269475,14.582342760296877,0.5170667064286314
177,1.800524703611618,14.582726374167056,0.5127912102255315
178,1.799460819182406,14.944902564918516,0.5173778283467758
179,1.797803453929269,14.769353568585148,0.5095126883894143
180,1.8229178542610984,14.330406054830975,0.5124411097670011
181,1.8038461808138675,14.222285468769424,0.4996594456683124
182,1.813686128932225,14.243335480587591,0.5024580327576632
183,1.807634253671834,15.197231916434609,0.5015223562565858
184,1.811361427327122,15.128446484061673,0.5051752207279936
185,1.827234499109616,15.16165642191316,0.5051337864280008
186,1.7798247687221822,14.659670259516671,0.4989518356724104
187,1.7810514623014182,15.141524004399184,0.5019767328841744
188,1.790774948691922,14.699809763804977,0.5076422646303175
189,1.8207985207719624,14.693771384035871,0.5043193746113872
190,1.8181942626365328,13.76957737256745,0.5071334840251448
191,1.7994909946273707,12.496774453902008,0.4587729964751977
192,1.7941303857967288,12.613668705668982,0.4670312329675239
193,1.7889005972904228,12.19413286856546,0.4397171779279565
194,1.7889648895843473,12.416386610678568,0.458899537010785
195,1.805350410613374,12.870565019270837,0.4824846080528057
196,1.8012386278036503,12.01660363533036,0.4355051373290867
197,1.843979179734204,12.416689378919246,0.4503331094067127
198,1.7825019996870988,12.05690279776292,0.4450045060337135
199,1.8011897457470685,11.455843419039542,0.4225842758069018
200,1.8206900155769203,12.39618506226757,0.4479931107937556
201,1.8183963098865883,13.66368361491068,0.5086202533561451
202,1.836220050757786,11.82969954926784,0.4382398553676671
203,1.80469029929403,13.862355331402917,0.5114494114622217
204,1.7967516831132102,14.143072347106454,0.5119070332922758
205,1.827532653538686,14.470320827490124,0.5091163257677659
206,1.7935530739510337,14.323151210766929,0.5193419589892008
207,1.7968465732078631,14.06638142149632,0.5071639847390074
208,1.819643463978477,13.594029550217655,0.5051752239864278
209,1.79469051276113,13.581954780206935,0.4991920063440276
210,1.7996912602358643,13.586984367880165,0.5000663736790391
211,1.7995402300632726,14.4011522161205,0.4984363756898201
212,1.791935940208675,13.48540203580062,0.4874370933700672
213,1.8247851870594785,13.45405956611014,0.5036118864561604
214,1.8088109335809384,13.872553298334728,0.4992836681947596
215,1.8024930821524725,14.147075863643863,0.4991351647989577
216,1.8100715568230588,13.713443476345727,0.5031147616514641
217,1.8231001585034703,13.6707262560733,0.5023716768828753
218,1.8021827251406333,13.530315695163653,0.5020664995725815
219,1.7833190186718475,13.561401737741678,0.507776734137106
220,1.8074354333197795,13.48906494872991,0.5026081940120143
221,1.793608145144001,13.852114318489964,0.4986022612788696
222,1.806985489727316,13.661660755661035,0.4877619140274578
223,1.8183241042950868,14.25997441672979,0.4931196514094916
224,1.8173156949209217,14.122280625412763,0.4916183077500084
225,1.805806315919888,14.514936207101382,0.5042890968641336
226,1.7950866402320145,13.599459417831715,0.5062462089109042
227,1.7744790335621223,13.417894492541514,0.5066726080053545
228,1.820819394393537,13.781819405513264,0.5063872678131652
229,1.790756780146553,13.633238277864931,0.5073771721789141
230,1.7961308031462024,13.82150125303713,0.5029415274990007
231,1.8214194109854709,13.544466118215578,0.4871113878873965
232,1.795369114016087,12.603557973584934,0.4702881387991326
233,1.7930046547383882,12.16529830879663,0.4256300481798048
234,1.790481125283791,12.417702211829116,0.4506743013836822
235,1.8254969219991497,12.968001216415836,0.4634758121708317
236,1.7883070075037095,13.531557221260291,0.4819437329033332
237,1.8067873818819375,12.542334645627491,0.4480649423659947
238,1.804044025499116,13.601383471251658,0.4892004894545838
239,1.7835027759180129,13.415103913102866,0.4873133346228689
240,1.7890394641168463,13.52327717081173,0.4809119610956985
241,1.8058737401442455,12.50955724110461,0.4296225583786878
242,1.795853704776404,13.883008359926045,0.4704893910776592
243,1.8153244991722344,13.329775773273706,0.4606350908687616
244,1.8051753271550752,13.198309985145093,0.4779945814667942
245,1.7945085106655736,13.92006776843663,0.4954508858705472
